ImageID,label
1021,white
1022,white
1023,white
1024,black
1025,black
1026,white
1027,black
1028,white
1029,white
1030,black
1031,black
1032,black
1033,black
1034,white
1035,black
1036,white
1037,black
1038,white
1039,white
1040,white
1041,white
1042,black
1043,white
1044,white
1045,black
1046,white
1047,black
1048,black
1049,black
1050,white
1051,white
1052,white
1053,white
1054,black
1055,black
1056,white
1057,black
1058,black
1059,white
1060,black
1061,black
1062,white
1063,black
1064,black
1065,black
1066,white
1067,black
1068,white
1069,white
1070,black
1071,white
1072,white
1073,black
1074,white
1075,white
1076,black
1077,white
1078,black
1079,white
1080,black
1081,white
1082,black
1083,white
1084,black
1085,white
1086,black
1087,white
1088,white
1089,white
1090,white
1091,black
1092,white
1093,black
1094,black
1095,black
1096,white
1097,white
1098,black
1099,black
1100,white
1101,black
1102,white
1103,white
1104,white
1105,black
1106,white
1107,black
1108,white
1109,white
1110,white
1111,black
1112,white
1113,black
1114,black
1115,black
1116,black
1117,black
1118,black
1119,black
1120,black
1121,black
1122,black
1123,white
1124,white
1125,black
1126,black
1127,black
1128,white
1129,white
1130,black
1131,white
1132,black
1133,white
1134,white
1135,white
1136,white
1137,white
1138,white
1139,black
1140,white
1141,white
1142,white
1143,black
1144,black
1145,white
1146,white
1147,black
1148,black
1149,white
1150,white
1151,black
1152,white
1153,black
1154,white
1155,black
1156,black
1157,white
1158,white
1159,black
1160,black
1161,black
1162,black
1163,white
1164,white
1165,white
1166,white
1167,black
1168,black
1169,white
1170,white
1171,black
1172,black
1173,black
1174,black
1175,black
1176,black
1177,white
1178,white
1179,black
1180,black
1181,white
1182,black
1183,white
1184,black
1185,black
1186,white
1187,white
1188,black
1189,black
1190,white
1191,black
1192,white
1193,white
1194,black
1195,black
1196,black
1197,black
1198,black
1199,white
1200,white
1201,white
1202,white
1203,black
1204,black
1205,black
1206,black
1207,white
1208,white
1209,white
1210,white
1211,black
1212,white
1213,black
1214,white
1215,white
1216,white
1217,black
1218,white
1219,black
1220,black
1221,white
1222,black
1223,black
1224,white
1225,black
1226,black
1227,white
1228,white
1229,black
1230,black
1231,white
1232,black
1233,white
1234,black
1235,white
1236,black
1237,black
1238,black
1239,black
1240,white
1241,black
1242,white
1243,white
1244,white
1245,black
1246,white
1247,black
1248,black
1249,black
1250,white
1251,black
1252,white
1253,black
1254,white
1255,black
1256,black
1257,white
1258,black
1259,white
1260,black
1261,white
1262,black
1263,white
1264,white
1265,white
1266,black
1267,black
1268,white
1269,black
1270,white
1271,white
1272,black
1273,white
1274,black
1275,white
1276,white
1277,black
1278,black
1279,white
1280,black
1281,black
1282,white
1283,white
1284,white
1285,white
1286,black
1287,white
1288,black
1289,white
1290,black
1291,black
1292,white
1293,black
1294,black
1295,white
1296,black
1297,white
1298,white
1299,white
1300,white
1301,black
1302,black
1303,black
1304,white
1305,white
1306,white
1307,white
1308,black
1309,black
1310,black
1311,white
1312,black
1313,black
1314,black
1315,white
1316,white
1317,white
1318,white
1319,black
1320,white
1321,black
1322,white
1323,black
1324,black
1325,white
1326,white
1327,white
1328,white
1329,white
1330,black
1331,black
1332,black
1333,black
1334,white
1335,white
1336,white
1337,white
1338,black
1339,white
1340,black
1341,black
1342,white
1343,white
1344,black
1345,white
1346,white
1347,white
1348,white
1349,white
1350,white
1351,white
1352,white
1353,white
1354,black
1355,white
1356,black
1357,black
1358,black
1359,white
1360,black
1361,black
1362,white
1363,white
1364,white
1365,white
1366,white
1367,white
1368,white
1369,black
1370,black
1371,white
1372,white
1373,black
1374,white
1375,white
1376,black
1377,white
1378,white
1379,white
1380,black
1381,black
1382,white
1383,white
1384,black
1385,black
1386,white
1387,black
1388,black
1389,black
1390,white
1391,black
1392,white
1393,white
1394,black
1395,white
1396,black
1397,white
1398,black
1399,black
1400,white
1401,black
1402,white
1403,white
1404,black
1405,white
1406,black
1407,white
1408,black
1409,white
1410,white
1411,white
1412,black
1413,black
1414,white
1415,white
1416,black
1417,black
1418,black
1419,black
1420,white
1421,white
1422,white
1423,black
1424,white
1425,white
1426,white
1427,white
1428,white
1429,black
1430,black
1431,black
1432,black
1433,black
1434,black
1435,white
1436,white
1437,black
1438,black
1439,white
1440,black
1441,white
1442,white
1443,white
1444,black
1445,black
1446,black
1447,white
1448,white
1449,black
1450,black
1451,white
1452,black
1453,white
1454,black
1455,white
1456,white
1457,black
1458,white
1459,black
1460,black
1461,black
1462,white
1463,black
1464,white
1465,black
1466,white
1467,black
1468,white
1469,black
1470,black
1471,black
1472,white
1473,black
1474,black
1475,black
1476,white
1477,black
1478,white
1479,white
1480,black
1481,white
1482,white
1483,black
1484,white
1485,black
1486,white
1487,white
1488,black
1489,white
1490,black
1491,white
1492,white
1493,white
1494,black
1495,white
1496,white
1497,white
1498,white
1499,white
1500,white
1501,white
1502,white
1503,black
1504,white
1505,white
1506,white
1507,black
1508,white
1509,black
1510,white
1511,black
1512,white
1513,black
1514,black
1515,white
1516,white
1517,white
1518,black
1519,black
1520,black
1521,black
1522,black
1523,black
1524,white
1525,black
1526,white
1527,white
1528,white
1529,white
1530,white
1531,black
1532,white
1533,white
1534,white
1535,white
1536,white
1537,black
1538,black
1539,black
1540,black
1541,white
1542,white
1543,white
1544,white
1545,black
1546,white
1547,white
1548,white
1549,white
1550,black
1551,white
1552,white
1553,white
1554,white
1555,black
1556,black
1557,white
1558,black
1559,white
1560,black
1561,black
1562,black
1563,black
1564,black
1565,white
1566,white
1567,black
1568,black
1569,white
1570,white
1571,black
1572,black
1573,white
1574,white
1575,black
1576,white
1577,black
1578,white
1579,black
1580,black
1581,white
1582,white
1583,black
1584,white
1585,white
1586,white
1587,black
1588,white
1589,white
1590,white
1591,white
1592,black
1593,white
1594,black
1595,black
1596,black
1597,white
1598,white
1599,white
1600,black
1601,black
1602,white
1603,black
1604,white
1605,white
1606,white
1607,white
1608,black
1609,white
1610,black
1611,black
1612,white
1613,white
1614,white
1615,white
1616,white
1617,white
1618,black
1619,black
1620,white
1621,black
1622,black
1623,white
1624,black
1625,white
1626,black
1627,black
1628,white
1629,white
1630,black
1631,black
1632,black
1633,white
1634,white
1635,black
1636,white
1637,white
1638,white
1639,white
1640,black
1641,white
1642,black
1643,white
1644,white
1645,black
1646,white
1647,black
1648,white
1649,black
1650,white
1651,white
1652,white
1653,black
1654,white
1655,black
1656,black
1657,black
1658,black
1659,white
1660,white
1661,white
1662,white
1663,white
1664,black
1665,white
1666,white
1667,white
1668,white
1669,white
1670,white
1671,white
1672,white
1673,black
1674,white
1675,white
1676,black
1677,black
1678,black
1679,white
1680,black
1681,black
1682,white
1683,white
1684,black
1685,white
1686,white
1687,black
1688,black
1689,white
1690,black
1691,white
1692,black
1693,white
1694,white
1695,white
1696,white
1697,black
1698,black
1699,black
1700,black
1701,white
1702,white
1703,black
1704,white
1705,white
1706,black
1707,black
1708,black
1709,white
1710,black
1711,white
1712,black
1713,white
1714,white
1715,black
1716,white
1717,black
1718,black
1719,white
1720,white
1721,white
1722,black
1723,white
1724,white
1725,black
1726,white
1727,black
1728,white
1729,white
1730,black
1731,white
1732,white
1733,white
1734,black
1735,white
1736,black
1737,white
1738,white
1739,white
1740,white
1741,white
1742,white
1743,white
1744,white
1745,white
1746,black
1747,white
1748,white
1749,black
1750,white
1751,white
1752,black
1753,black
1754,white
1755,black
1756,black
1757,white
1758,black
1759,white
1760,white
1761,black
1762,black
1763,black
1764,black
1765,white
1766,white
1767,black
1768,white
1769,white
1770,white
1771,white
1772,white
1773,white
1774,white
1775,white
1776,white
1777,black
1778,black
1779,white
1780,black
1781,white
1782,white
1783,white
1784,white
1785,white
1786,white
1787,white
1788,white
1789,white
1790,white
1791,black
1792,black
1793,white
1794,black
1795,black
1796,black
1797,white
1798,black
1799,black
1800,white
1801,white
1802,black
1803,black
1804,white
1805,white
1806,black
1807,white
1808,white
1809,black
1810,white
1811,black
1812,white
1813,black
1814,white
1815,white
1816,black
1817,white
1818,white
1819,black
1820,white
1821,white
1822,white
1823,black
1824,white
1825,white
1826,white
1827,white
1828,white
1829,black
1830,black
1831,black
1832,black
1833,white
1834,white
1835,white
1836,black
1837,white
1838,white
1839,black
1840,white
1841,white
1842,black
1843,white
1844,white
1845,white
1846,black
1847,white
1848,white
1849,white
1850,white
1851,black
1852,white
1853,black
1854,black
1855,white
1856,white
1857,black
1858,black
1859,black
1860,white
1861,white
1862,black
1863,white
1864,white
1865,white
1866,white
1867,black
1868,white
1869,white
1870,white
1871,white
1872,white
1873,black
1874,white
1875,white
1876,black
1877,white
1878,white
1879,white
1880,white
1881,white
1882,white
1883,white
1884,black
1885,white
1886,black
1887,white
1888,black
1889,black
1890,black
1891,white
1892,black
1893,white
1894,white
1895,black
1896,white
1897,white
1898,black
1899,black
1900,white
1901,white
1902,black
1903,white
1904,black
1905,white
1906,white
1907,black
1908,white
1909,black
1910,black
1911,white
1912,white
1913,white
1914,black
1915,black
1916,black
1917,black
1918,white
1919,white
1920,white
1921,black
1922,black
1923,black
1924,white
1925,white
1926,white
1927,white
1928,black
1929,white
1930,white
1931,black
1932,white
1933,white
1934,white
1935,black
1936,white
1937,white
1938,white
1939,white
1940,black
1941,black
1942,white
1943,black
1944,black
1945,white
1946,black
1947,white
1948,black
1949,black
1950,white
1951,black
1952,white
1953,black
1954,black
1955,black
1956,white
1957,white
1958,white
1959,white
1960,black
1961,white
1962,white
1963,black
1964,white
1965,black
1966,white
1967,white
1968,black
1969,black
1970,white
1971,white
1972,black
1973,white
1974,black
1975,white
1976,black
1977,black
1978,white
1979,white
1980,black
1981,white
1982,black
1983,black
1984,white
1985,white
1986,white
1987,black
1988,black
1989,white
1990,white
1991,white
1992,black
1993,white
1994,black
1995,black
1996,white
1997,black
1998,black
1999,white
2000,black
2001,black
2002,white
2003,white
2004,black
2005,white
2006,white
2007,black
2008,black
2009,white
2010,white
2011,white
2012,black
2013,black
2014,black
2015,white
2016,white
2017,white
2018,white
2019,black
2020,black
2021,white
2022,black
2023,white
2024,black
2025,white
2026,white
2027,black
2028,black
2029,black
2030,black
2031,white
2032,black
2033,black
2034,white
2035,black
2036,white
2037,black
2038,white
2039,white
2040,black
2041,black
2042,white
2043,black
2044,white
2045,white
2046,black
2047,white
2048,white
2049,white
2050,white
2051,white
2052,white
2053,black
2054,black
2055,black
2056,black
2057,white
2058,black
2059,white
2060,white
2061,black
2062,black
2063,black
2064,black
2065,white
2066,black
2067,white
2068,white
2069,white
2070,white
2071,black
2072,white
2073,white
2074,black
2075,white
2076,white
2077,white
2078,black
2079,white
2080,white
2081,white
2082,black
2083,black
2084,white
2085,black
2086,white
2087,white
2088,black
2089,white
2090,white
2091,black
2092,white
2093,white
2094,black
2095,white
2096,white
2097,black
2098,black
2099,white
2100,white
2101,black
2102,white
2103,white
2104,white
2105,white
2106,black
2107,white
2108,white
2109,black
2110,black
2111,white
2112,white
2113,white
2114,black
2115,white
2116,white
2117,white
2118,white
2119,white
2120,white
2121,white
2122,white
2123,white
2124,white
2125,white
2126,white
2127,black
2128,white
2129,white
2130,black
2131,white
2132,black
2133,black
2134,white
2135,black
2136,white
2137,black
2138,white
2139,black
2140,white
2141,black
2142,black
2143,white
2144,black
2145,white
2146,white
2147,black
2148,black
2149,white
2150,white
2151,white
2152,white
2153,black
2154,black
2155,white
2156,white
2157,white
2158,black
2159,white
2160,black
2161,black
2162,black
2163,black
2164,white
2165,black
2166,black
2167,white
2168,white
2169,white
2170,black
2171,black
2172,white
2173,white
2174,white
2175,white
2176,white
2177,white
2178,white
2179,black
2180,black
2181,white
2182,black
2183,black
2184,white
2185,white
2186,white
2187,white
2188,black
2189,black
2190,white
2191,black
2192,white
2193,white
2194,white
2195,white
2196,white
2197,black
2198,black
2199,black
2200,white
2201,black
2202,white
2203,black
2204,black
2205,black
2206,white
2207,white
2208,white
2209,white
2210,black
2211,white
2212,white
2213,black
2214,black
2215,black
2216,white
2217,white
2218,white
2219,black
2220,white
2221,black
2222,white
2223,black
2224,white
2225,white
2226,black
2227,black
2228,black
2229,white
2230,black
2231,white
2232,white
2233,black
2234,white
2235,black
2236,white
2237,white
2238,white
2239,white
2240,white
2241,white
2242,white
2243,white
2244,white
2245,black
2246,black
2247,black
2248,black
2249,black
2250,white
2251,black
2252,black
2253,white
2254,black
2255,black
2256,white
2257,black
2258,white
2259,white
2260,black
2261,black
2262,black
2263,white
2264,black
2265,black
2266,black
2267,black
2268,black
2269,black
2270,black
2271,white
2272,white
2273,white
2274,black
2275,white
2276,black
2277,white
2278,black
2279,black
2280,black
2281,black
2282,black
2283,black
2284,white
2285,white
2286,black
2287,white
2288,black
2289,white
2290,white
2291,white
2292,white
2293,white
2294,black
2295,black
2296,white
2297,white
2298,white
2299,white
2300,black
2301,white
2302,white
2303,black
2304,white
2305,black
2306,white
2307,white
2308,white
2309,black
2310,white
2311,white
2312,white
2313,white
2314,black
2315,white
2316,black
2317,black
2318,white
2319,white
2320,white
2321,white
2322,white
2323,white
2324,white
2325,white
2326,white
2327,black
2328,black
2329,black
2330,black
2331,black
2332,black
2333,white
2334,white
2335,black
2336,white
2337,white
2338,white
2339,black
2340,white
2341,white
2342,black
2343,white
2344,white
2345,white
2346,white
2347,black
2348,black
2349,white
2350,black
2351,black
2352,black
2353,black
2354,white
2355,black
2356,black
2357,white
2358,white
2359,black
2360,white
2361,white
2362,black
2363,black
2364,white
2365,black
2366,black
2367,white
2368,white
2369,black
2370,black
2371,white
2372,white
2373,black
2374,white
2375,black
2376,black
2377,white
2378,white
2379,white
2380,black
2381,white
2382,black
2383,white
2384,white
2385,black
2386,white
2387,white
2388,black
2389,white
2390,white
2391,white
2392,white
2393,white
2394,black
2395,black
2396,white
2397,white
2398,black
2399,white
2400,black
2401,white
2402,white
2403,black
2404,white
2405,black
2406,black
2407,white
2408,white
2409,black
2410,black
2411,white
2412,black
2413,white
2414,white
2415,white
2416,black
2417,white
2418,black
2419,black
2420,black
2421,white
2422,white
2423,black
2424,black
2425,white
2426,black
2427,white
2428,white
2429,white
2430,white
2431,white
2432,black
2433,white
2434,black
2435,white
2436,white
2437,white
2438,white
2439,white
2440,black
2441,white
2442,black
2443,white
2444,black
2445,black
2446,white
2447,black
2448,black
2449,black
2450,black
2451,black
2452,black
2453,black
2454,black
2455,white
2456,black
2457,white
2458,white
2459,black
2460,black
2461,white
2462,white
2463,black
2464,white
2465,black
2466,black
2467,black
2468,black
2469,white
2470,white
2471,white
2472,white
2473,white
2474,white
2475,white
2476,black
2477,white
2478,white
2479,white
2480,black
2481,white
2482,white
2483,black
2484,black
2485,white
2486,black
2487,black
2488,black
2489,black
2490,white
2491,white
2492,black
2493,white
2494,white
2495,white
2496,black
2497,white
2498,black
2499,black
2500,white
2501,black
2502,black
2503,white
2504,white
2505,black
2506,black
2507,black
2508,black
2509,white
2510,black
2511,white
2512,black
2513,black
2514,white
2515,white
2516,white
2517,white
2518,white
2519,white
2520,white
2521,white
2522,black
2523,black
2524,white
2525,white
2526,black
2527,black
2528,black
2529,white
2530,white
2531,white
2532,white
2533,white
2534,white
2535,white
2536,black
2537,white
2538,black
2539,black
2540,black
2541,white
2542,white
2543,white
2544,black
2545,black
2546,white
2547,white
2548,white
2549,black
2550,black
2551,black
2552,black
2553,white
2554,black
2555,black
2556,white
2557,black
2558,white
2559,white
2560,black
2561,black
2562,white
2563,black
2564,white
2565,black
2566,white
2567,white
2568,white
2569,white
2570,black
2571,white
2572,white
2573,black
2574,white
2575,black
2576,black
2577,white
2578,white
2579,white
2580,white
2581,black
2582,white
2583,white
2584,white
2585,white
2586,white
2587,white
2588,white
2589,white
2590,white
2591,black
2592,white
2593,white
2594,white
2595,black
2596,black
2597,black
2598,white
2599,black
2600,black
2601,white
2602,white
2603,white
2604,white
2605,black
2606,white
2607,white
2608,black
2609,black
2610,white
2611,black
2612,white
2613,white
2614,white
2615,white
2616,black
2617,white
2618,white
2619,white
2620,white
2621,white
2622,black
2623,black
2624,white
2625,white
2626,white
2627,black
2628,black
2629,white
2630,white
2631,black
2632,white
2633,black
2634,black
2635,white
2636,white
2637,white
2638,black
2639,white
2640,black
2641,black
2642,white
2643,black
2644,white
2645,white
2646,black
2647,black
2648,black
2649,white
2650,white
2651,black
2652,white
2653,white
2654,black
2655,white
2656,black
2657,black
2658,black
2659,white
2660,black
2661,black
2662,black
2663,white
2664,black
2665,black
2666,white
2667,white
2668,white
2669,black
2670,white
2671,black
2672,white
2673,white
2674,black
2675,black
2676,white
2677,white
2678,white
2679,white
2680,white
2681,black
2682,black
2683,black
2684,black
2685,black
2686,black
2687,white
2688,black
2689,black
2690,white
2691,black
2692,white
2693,white
2694,black
2695,white
2696,black
2697,white
2698,white
2699,white
2700,white
2701,white
2702,white
2703,black
2704,black
2705,black
2706,white
2707,white
2708,black
2709,white
2710,white
2711,black
2712,white
2713,white
2714,black
2715,black
2716,white
2717,white
2718,black
2719,black
2720,white
2721,black
2722,black
2723,white
2724,black
2725,black
2726,black
2727,black
2728,white
2729,black
2730,white
2731,black
2732,black
2733,black
2734,black
2735,white
2736,white
2737,white
2738,white
2739,black
2740,white
2741,black
2742,white
2743,white
2744,white
2745,black
2746,black
2747,black
2748,white
2749,black
2750,black
2751,black
2752,white
2753,white
2754,black
2755,white
2756,black
2757,black
2758,black
2759,white
2760,white
2761,black
2762,black
2763,black
2764,black
2765,white
2766,white
2767,white
2768,white
2769,white
2770,white
2771,white
2772,white
2773,black
2774,black
2775,white
2776,black
2777,white
2778,white
2779,white
2780,white
2781,white
2782,white
2783,white
2784,black
2785,white
2786,white
2787,black
2788,black
2789,white
2790,black
2791,white
2792,black
2793,white
2794,black
2795,white
2796,white
2797,white
2798,black
2799,black
2800,white
2801,black
2802,black
2803,white
2804,white
2805,white
2806,white
2807,black
2808,black
2809,black
2810,white
2811,black
2812,black
2813,white
2814,white
2815,white
2816,white
2817,black
2818,black
2819,black
2820,white
2821,white
2822,black
2823,white
2824,black
2825,white
2826,black
2827,black
2828,white
2829,white
2830,black
2831,white
2832,white
2833,black
2834,black
2835,white
2836,white
2837,black
2838,white
2839,black
2840,white
2841,white
2842,white
2843,black
2844,black
2845,black
2846,black
2847,black
2848,white
2849,black
2850,black
2851,white
2852,white
2853,white
2854,black
2855,black
2856,white
2857,black
2858,white
2859,white
2860,white
2861,white
2862,white
2863,black
2864,black
2865,black
2866,white
2867,white
2868,white
2869,white
2870,black
2871,black
2872,white
2873,black
2874,white
2875,white
2876,white
2877,black
2878,black
2879,black
2880,black
2881,white
2882,white
2883,black
2884,black
2885,white
2886,black
2887,black
2888,black
2889,black
2890,black
2891,white
2892,white
2893,white
2894,white
2895,black
2896,black
2897,white
2898,black
2899,white
2900,white
2901,black
2902,white
2903,white
2904,white
2905,white
2906,white
2907,white
2908,white
2909,white
2910,white
2911,white
2912,white
2913,black
2914,black
2915,black
2916,white
2917,white
2918,black
2919,black
2920,black
2921,white
2922,black
2923,white
2924,black
2925,white
2926,white
2927,black
2928,black
2929,black
2930,black
2931,white
2932,white
2933,black
2934,white
2935,black
2936,black
2937,black
2938,black
2939,black
2940,white
2941,black
2942,white
2943,black
2944,black
2945,black
2946,white
2947,black
2948,white
2949,white
2950,white
2951,black
2952,black
2953,white
2954,black
2955,white
2956,black
2957,black
2958,white
2959,white
2960,black
2961,black
2962,black
2963,white
2964,black
2965,white
2966,black
2967,black
2968,white
2969,white
2970,white
2971,black
2972,white
2973,white
2974,black
2975,white
2976,black
2977,white
2978,black
2979,white
2980,white
2981,white
2982,black
2983,black
2984,white
2985,black
2986,white
2987,black
2988,white
2989,black
2990,black
2991,white
2992,black
2993,white
2994,white
2995,black
2996,black
