ImageID,label
34,1r3B1k/8/Q7/2P1p2p/2N1Ppr1/PR1B2nK/2p5/2N5
35,rn1k1r2/p4ppp/1pp4n/3N4/3QP1bP/BPK3P1/R1P2PB1/4R3
36,3k1r1b/1B6/n2pp3/1p3bp1/pPPq4/7p/P1R5/R1K1B3
37,r7/1b6/1k2Bpr1/pP2pn1p/3bP2R/1R1P2B1/7P/7K
38,rn2r3/q1kbp2p/ppp3pb/P2P1p2/1P3P2/2NPK1RB/2P1N3/R1B1Q2n
39,1n4nr/8/1pkp3p/r1p1B1P1/1p2Pp2/6R1/NPP3N1/1RQ1KB2
40,1nb2b1r/1p1pkppp/r6Q/p1p1p3/3P3N/8/PPP1PPP1/RNB1KBR1
41,r1q1r3/3b1k2/8/P4p1p/3P1K1P/4n3/3N4/4b3
42,r1bqk3/p1ppp3/np4pb/2P2p2/3PPPQr/1P3nRN/P6P/R1B1K2B
43,7r/k1P2B2/7n/NP6/p6p/5ppP/P7/R2bK1R1
44,rnRqk2r/8/4pnpp/p4bNP/3P1pP1/P7/P3PPR1/2BQKB2
45,2bBkr2/rp3pb1/4p1qp/pNn5/P1p1P3/3N1P2/1P1Q2PP/3RKB1R
46,r1b5/4n3/n1kb3Q/pp2P3/2B4P/1pN5/RPP1K1P1/4B2R
47,r1b2br1/1p1pp1kn/7p/p3PppP/1pP1nPP1/P1N1P3/1PR5/1RB1KBN1
48,2b3n1/Nrpk2r1/3P1bP1/1P2p2q/p6p/1RK4P/PBP1B3/RN6
49,r1bqkbn1/1pppp3/n5r1/p6p/P2PpP2/6p1/NPP1Q1PP/1RB1KBNR
50,6k1/8/B5p1/3n4/2BP1Pp1/8/K2B2N1/2Rr4
51,rn1q2nr/1b1pbk2/pp2p1p1/2pN1p2/2PP1P2/Q3B1P1/PP2P2P/R3KBNR
52,b2kn3/p1r5/7Q/Pp4N1/1Pp5/5P2/R3P3/5K2
53,r1b1k1r1/1ppqp1bp/B6n/3p1pp1/P2PP1PN/2P5/1P3K1P/RNBQ3R
54,rn4nr/2p5/p4k2/3Qp3/4pbB1/1PN3N1/6P1/1R1K4
55,rn1q1br1/p1k1pppp/2pp1n2/4Q3/3P4/1PP2bP1/P3P2P/RNBK1BNR
56,r1bqkbnr/ppp5/2n5/P2p2pp/1P1p1B2/2P2P2/3KP1PP/RN1Q1BR1
57,2b5/4k3/2n1p2P/p1n2Pp1/P6N/1rppRK2/8/B7
58,b7/p7/N1p1q3/1pP2k1p/1P1K3P/3n4/P4rP1/1R1R4
59,4kb2/5pp1/2q2qP1/4p3/r3n3/5P1N/6KP/8
60,1rq3nr/1p3k1p/1Np4p/P2pp2P/1P3p2/PQ2bKPB/4NP2/1R4R1
61,2b1k1nr/1r4pp/pp1ppb1q/5B2/1Pn2P2/B3PNP1/P2N3P/R1QK2R1
62,1nb1k1r1/rpqppp1p/p6n/1NP3pP/2P1Q3/4B1PR/PP2PP2/R3KBN1
63,3k1b1r/1rp4p/b2p1ppn/1p5q/pPPn1Q1P/B2P1P2/P3P1P1/1R1K1BNR
64,1n4k1/1P1rp3/3rb3/p6p/1P1pp2P/N2P4/P4PPn/2R1K1N1
65,r3kbn1/2p1pp2/n1N1qr2/2pp1Ppp/1p1P4/BP2PNP1/2Q1K2P/2R2B1R
66,1k6/r3b3/3p4/1P4p1/p5B1/Pn2P1KP/1P1R4/7R
67,1n4r1/4p1b1/1Bk2Pp1/2pN3p/2P3p1/rP6/2b3PP/n4K1R
68,1rb1k2r/1p3ppp/3pp3/p1pq1n2/P1B1PbQ1/1PN5/1BPP1PPP/R3K1NR
69,2k5/1b1r4/2N2Br1/p1P2P2/p3K1R1/2P1P3/P2q4/RN2n3
70,3N4/1k6/1p2p1p1/pP6/8/1b4p1/1R6/b1K5
71,8/p2p4/6k1/PPpq1r2/1P1pN3/3Kb3/4PP1n/3R4
72,rn2kb1r/3pp3/bq3p1p/2p4P/pp2P1p1/PPPPPNP1/4K1B1/RNBQ3R
73,3r4/1p5k/3p4/p7/4P2N/2P3pB/8/7K
74,8/3b1r2/n7/1PpR2Pp/N3k3/2bRP3/2K1BPq1/8
75,nbr5/1k4n1/7r/p4ppp/P2p1PPP/1p3R1R/4P3/4KB1Q
76,8/2R5/p3p2p/3kN3/P2P1K2/1b4r1/8/5N2
77,2r5/6k1/1n1pp3/5PPp/bprqPBnp/3K4/3RQ3/4R3
78,7r/p7/P2kp3/3p1r1p/1P3Nn1/2R2P2/4B3/2B1KNR1
79,2Q1qb1r/2pbpp1p/2k3p1/1p1p4/3P4/rP2BNn1/P1PKPPPP/RN3BR1
80,4rb2/4p3/1p1Nk2r/p6p/P4n1P/Q1n2p2/2R4K/8
81,1k4n1/3BN3/r7/P3bK1q/P1p4p/3r3P/3P4/6R1
82,3q1b1r/rb1ppk1p/p1n2ppn/3Q4/1p6/2P1PP1N/PP1P2PP/RNB2R1K
83,6k1/1n6/p1n1rBp1/5pqp/P7/1p5P/6N1/1N4K1
84,1rb1kbr1/N1ppqp2/1p2p1N1/4n2p/p3P3/P2P1P1P/RPP1B1P1/1Q1K3R
85,r1b1k1nr/2qpb3/ppn5/2p1p2p/2PPP1P1/5BP1/PP1N3R/R1BQK1N1
86,5k2/p3bn2/nr1Bb1r1/1p1p1P1R/3p1Q2/1PP1PP2/P7/RN1K3B
87,6rr/1b3k1q/1p1pn1p1/pPp2P1p/1RK1P3/N1P5/Pb4P1/5BN1
88,1n1q2nr/3kp2p/rp3p1b/1Pp5/p3PpP1/PbBP3P/2P1K3/RN3B1R
89,r1bq1b1r/2pkp1p1/5p1p/p7/PP1PpP1P/1Rp1BP2/2n1KR2/Q4BN1
90,rq1k2nr/2p3B1/pp1pP2b/7p/QP6/2P5/P2PPPBP/RN2K1NR
91,8/6k1/8/5r1Q/PB3p1P/R1p4R/2K2N2/5BN1
92,1n2kbbr/P6p/3q4/p5Np/P1p1p3/2NPn3/1PQ1KP2/R1B4R
93,8/PN1RP1k1/4p2p/1pp1KP1P/3n2r1/b2r4/n7/8
94,1nq2k1r/7p/2Q2p2/pp1pp1P1/2P1bPP1/NP2n2K/P2bP1RN/3R1B2
95,rn1k1b1r/pp1bnpp1/3p3N/4p2p/1PP4P/N2P1P1R/P2BP1P1/1R1QKB2
96,nrk5/p3rp2/1p2p3/2p1P1p1/P5Pp/2K2R2/2R5/3b1NB1
97,r1b1k2r/p2p1p2/n2b4/qpp1p1p1/2P1P2N/NPBB4/n2PQPPP/R3K1R1
98,3k4/4r3/1P1P3p/1pp3Q1/rn6/4P1K1/3n1N1P/3b3R
99,r3k2r/2pb1ppn/1p3q2/p1bp3P/4p3/NPPP1P1P/P1QBP2R/R2NKB2
100,1nb4r/rpqk2p1/3p1b2/p2p1p2/PP4Pp/R3P2R/2PKNPB1/1NB2Q2
101,5r1k/rp6/1nn2pR1/2p5/2p5/2R1KP1b/P3P2B/6N1
102,2b2knr/q2pp2Q/rp3p2/p4P2/Pp2P3/3B4/NBPKN2R/R3n3
103,Q7/7p/r4p1k/1pPP1bN1/1q2p3/6pP/P1K3P1/RN3B1R
104,3q3r/2p2kpp/1p1pnn2/rp2pb2/7P/1P2PRNQ/R5P1/1NB1K3
105,2bk2nr/p1r1b3/1npppppQ/B5PP/2P5/Pp1PP2K/1PN2q1R/4RB2
106,rkb5/2n5/4p3/bNP2p2/p2p1P1p/P2P1R1P/5r2/3K1B1R
107,2b3r1/2k4p/2nprn2/1p1PQ1b1/4p3/1P1R2P1/2P4P/2B3K1
108,8/rbb5/p2p2kP/1pP1p3/3N3P/2N1BP2/2P1P2K/4Q3
109,R1b5/p5p1/5b1p/r1P1p1k1/5p2/R1P2BN1/7K/B7
110,2b5/r7/1kp5/4npP1/2p1PP1n/r1b4N/1BKN3P/4R3
111,5b1r/np4kp/2p4n/Q2ppp2/qP3p1P/3P1K1B/P3P3/RNB3N1
112,n7/1p1r1k2/4r3/p1NP4/2P1N2p/1PK2pp1/PR2P3/8
113,8/1bk5/1p6/1P1p1R1P/1n1Pp2p/1R2K2P/8/2n5
114,4r2r/ppp1k3/2n2nqb/4pP2/P1P1P3/R2PB2P/N1P1QNB1/4KR2
115,3r4/Q7/2k3p1/p7/P1b1Pp1P/2K5/6P1/2R2N2
116,r1b1k2r/p1B2ppp/n1p5/1p3P2/Pb2p3/N2p1NP1/2PPP2P/R2QKB1R
117,r1b3r1/8/pppppqkb/n5pp/1PP5/P1PN1P1Q/3BKNPP/R4B1R
118,2r5/1p3k2/5r2/Pp1ppN2/1n1P4/2P5/R3b2K/2B5
119,rn1qkb2/3bpp2/P2p2pr/2p2nB1/3P3P/8/PPN1PPP1/2R1KBNR
120,4n1r1/1q6/2b3pb/4p2p/P5pP/4P3/1pB1K2k/1R1R4
121,2b4B/p1k5/4p1pb/P1p2q2/1rpP2Pp/1n5N/4BPRP/1R1K4
122,6kr/1b1Qp2p/6pR/rpPp1n2/3P2P1/1PK2N2/4BP2/4B3
123,7r/R3p2b/2p3nk/7p/p4P1P/P2p4/1B6/4K3
124,rn3k2/p1p3br/b2q2p1/1P1pp2p/1PP1NP2/B5PP/N5R1/1nKR1Q2
125,b4n1r/6b1/1pp1ppk1/1NPp2P1/rQB3Pp/4PK2/P2P1P2/RqB4R
126,1r6/nb1p2p1/2p4r/4Bk2/R1BPpPnp/2P1P3/8/4K3
127,1r1k4/p1r5/b1p2p1P/3p1p1P/1p1P1B1P/2b4R/2BRP3/2K3N1
128,r2kqbn1/1ppbp3/5p2/p2p2Pr/P1PP4/RP2PQ2/2B4P/1NB2KNR
129,r5nr/8/2p1b2b/1p1k2pp/p4pPP/BN3P2/1Kn1P1R1/R5N1
130,2b5/2r4p/p2k3P/1pR2R2/1Pn2n2/3P2P1/2P1QP2/1NB1KB2
131,2r1kbnr/ppp1p2p/B1n5/q4pp1/2PPN1b1/P1N1P3/R2K1PPP/2B2R2
132,1rbNq2r/2pp3k/pp3p2/2P1p1pp/Pn2PnPP/RPNPRP2/8/3K4
133,r1b5/1ppkrp2/2nbp3/p5p1/1Q6/3P1PPp/PP2P1P1/RNB1KBNR
134,rn1k1b1r/1b1npp2/1qQp2p1/p4P1p/1p2P1P1/PP5P/3P2K1/R1B2BNR
135,r3kbr1/pbp1p2p/q4n2/1p1P1p1n/1P3PpP/P1PB2P1/3P4/RNBQK1NR
136,7b/7p/2nk3p/2r2N2/1p2pPpP/2P5/q5B1/R1K1R3
137,7N/prp5/8/q4p1p/1n3PR1/8/2k3K1/8
138,r6r/p2nb1p1/bp1k4/4p1q1/P1p1PnPp/1pP4P/5R2/NR2KB2
139,2b4r/3p2p1/rpp2p1p/2bkpnN1/R1pP1q1P/1PB1P3/5PP1/1N2KR2
140,1rb2Nk1/1pn2p2/p4Ppr/RP1pB3/2P4p/Q3P1P1/2P1K3/5n1R
141,1n6/4kn2/1p1r2B1/3p3p/1P5P/8/6KB/3R4
142,6n1/1p6/3k3p/2rn1B2/p7/P7/K6N/3r1q2
143,1r4nr/1b1kb1p1/5pP1/p1p2P1p/P1P1p3/7P/4PKBR/RNB3Q1
144,r1n2b2/3k1p1r/q1np2pB/pP2p2p/3PP3/Nb3P2/2P1BKRP/R2Q4
145,3k1b2/4pp1r/p4r2/1b6/RP4BP/2nPP1P1/2N1nPR1/2B1K1N1
146,1nb1qbnr/2pkp1pp/r2p4/ppP2p2/PP3P2/4P2N/3P2PP/RNBQKB1R
147,8/r2k4/p5p1/P1p2P1p/K1P3bP/3PB2P/q5B1/1R4R1
148,1rb1k3/1pp2p2/2p1p1pb/2q3pP/1P5r/4PP2/P1PPB2P/RNBK2R1
149,8/p1nb3B/1k6/p1p2pbp/2PP1P2/P1R3PN/1r1PK3/3Q1BR1
150,r1bq2nr/3pk3/8/nPp1pppp/2N3PP/1p1KP2B/P3NP2/R1B4R
151,r7/4b3/P4p1P/P1pk4/2pnp3/7P/2R3rN/2K5
152,1rb2knr/Np3p2/4pbn1/2qB2P1/2p1P2P/P1PP1RP1/1P1Q4/1RB1K3
153,r1q1k2r/p1p1b1p1/PPn1Qn1p/4Pp2/6P1/2P1pP1N/4P2P/1qB1KB1R
154,1rbq2nr/ppppbk1p/4pp2/6p1/Pn1PP1P1/2N4N/2P1BP1P/R1BQ1RK1
155,nk6/7B/2b4P/8/2PK1P2/N7/R2b3r/8
156,4n1nr/6k1/2P3b1/K1PppPbp/P3P1p1/4R2B/8/RN6
157,rn1q2nr/p1pp1k1p/1p4p1/5P2/1Pb4P/P3PNP1/1bPB1P2/RN1QK1R1
158,rnqk1bnr/1ppb1p1p/3p4/p3p3/1P2P2P/5P2/P1PP2PR/RNB1KBN1
159,rnb1kbnr/1ppp1ppp/8/p3p3/5PPq/2N5/PPPPP2P/R1BQKBNR
160,r1bqkbr1/1ppnp2p/p4p2/1n1p4/2P1P1p1/P1Q2PP1/1P1PN2P/RNB1KBR1
161,1rq2N2/2p1p2n/p5p1/1P3k2/1P1p1Pp1/8/RB1P4/1N1QK3
162,8/2b1k3/1pP5/1Pp3pr/pR5r/5b1N/PK6/3B4
163,rnb1kb2/pp5r/3pq3/2p1pp2/1P4np/N2P2PN/P1P1P2P/R1BQKB1R
164,3r4/4kN2/p4n1p/2K4n/b2Pp1p1/NP1NPp2/P4P2/R7
165,3R2n1/r3k1p1/p4bP1/pP2Pp2/2P4r/5p2/2RN1K2/2B4B
166,2b1n1kr/7p/1rn1p3/pB2Bp1P/1p4pR/2N2P2/3K2P1/6N1
167,rn2n2r/1b1pqk2/2p4p/PpP2PN1/5P2/P2P3P/3NR3/2B1KB2
168,1nb2knr/1p1pB3/r2bp2p/p1pq4/PPP1P1pP/5QP1/3P1P2/RN1K1BR1
169,1nb1q1n1/1p2kp1r/4p3/rN1P2P1/1ppb2Pp/P3P2N/2PK1P2/R1B3RQ
170,1nb2k2/2r1N1r1/1p2p3/pPp1Pp2/2Qq1b1p/3PB1PP/4K3/R4BRN
171,2b1q1Q1/1p4b1/rn1k1p2/p1p1p2p/P3n1P1/BP5P/2PP1P1R/3R1KN1
172,r4kn1/6b1/P3p2r/p2QPp2/B3P1P1/NP4P1/R3K1N1/2b5
173,rnb1kb1r/pp4p1/2n1ppq1/1Ppp3p/P1PN3P/R7/Q2PPPP1/1NBK1BR1
174,b3q3/r2k4/Pn4P1/2pn1p2/p2Pp1PP/R3P2B/1R6/QNB1K3
175,2Bk4/b6N/1pp1P2p/P6P/4P2R/nR6/4K3/1b6
176,2b2b1r/1pq5/2rkP3/p1p1Np1p/1n3P1R/B5P1/P1PP4/RNQK1B2
177,2r2b2/5k1r/nP3n2/6P1/P4p1p/1P3b1P/2N1N3/4K3
178,r1b2k2/1pnp4/8/3n2R1/p1PP2r1/qP2PN2/P2KP2P/1R5B
179,1q1k4/2n5/3p1N2/r3Pp1p/7P/B1pn2rB/P2R3R/N2K4
180,8/2Bp4/3P1kP1/2P5/2P3B1/1R3b2/7K/8
181,1n2k1r1/r3p1b1/bB6/1npN4/2pQ1p2/p6P/1R3RB1/3K2N1
182,rnb1qbr1/2ppk2p/1p4pn/p5PP/5N2/P1P1PPR1/1P1P2B1/R1BQ1KN1
183,rn2kb1r/1b1qp1pp/2p5/3p4/1pPP1pn1/Pp2PPPP/1K1N4/R1Q1BBNR
184,3r2k1/4r2p/7P/p1PP1p2/PN5N/3p1R2/1B5P/5K1R
185,8/3N1r1k/2b4p/1r1pp2P/7n/1Rp1Q1P1/3RPn2/2N1KB2
186,r1b2bnr/p2kpNp1/8/1ppp3p/1P1P3q/N2BPP2/P1P2KPP/1RBQ2R1
187,2b1kq1r/r3n3/8/P5P1/8/4P3/n5Rp/3K4
188,1r2kbnr/pp2pb2/2pn3p/P2p1p1p/RP1P1P1P/2P1K3/3NP3/B4BNR
189,r4b2/1b1nk2n/pPP1Bp1N/4r2p/3pp2P/1P2P1P1/P3NP1R/2RK4
190,3kn3/7r/8/p2B3p/P2p3P/2p2KB1/N7/6b1
191,4b3/3r4/kPp4p/p1KP4/PP2rp2/n3NP2/8/8
192,1nr2b2/pb1pn3/2p1p1kr/1Q3p1p/2NKPPPp/1PNP3B/q1PB4/1R5R
193,8/1R3nk1/8/2B5/p1P2Rpp/3K4/6B1/5N2
194,2bqk1nr/1rpp4/pn2p2p/1pb2p2/1P1P2PP/N1P5/P2KPP1R/RQ3BN1
195,1r1n4/3pb1pr/p1b1k1P1/1pp1P2p/P3p3/RPPQ3P/B2B1K2/3N2NR
196,4k2r/r1pn2pp/bp6/6p1/p4P1P/P6q/1PP3PR/RN2KB2
197,rn2qb1r/3k4/p7/1pp4p/5pn1/PP2P3/3NNB1P/1R2KB1R
198,b4b2/3k4/2p4n/1pQpp3/1P1P2Pp/2PRP1p1/K3N1P1/5r2
199,b1n2r2/1N2k1br/P1p1p1pn/7p/1p3P1P/PN3p1B/8/1RB2KR1
200,r4k1r/p1p5/1pnNpnpp/5p2/1b1BBPPP/8/P2P4/RN3K1R
201,1rb1qb2/1p2p1kB/7p/p1pn3p/8/2R4N/1BPPKPP1/1N6
202,3k1n2/8/bprPp3/pPp5/P1P1p3/4KNPp/3B4/6r1
203,2k5/p7/q1NP1p2/5Pp1/1R6/3P3p/R5bP/1K2r1B1
204,4k3/4bb2/p2r4/r2Ppn2/PP2R3/B6N/1N5K/2Q5
205,1nb1qbnr/rp1kp3/5ppp/p7/P1pp1PPP/7B/1PPPP3/RNB1QKNR
206,1nb3k1/5r2/p4R2/Pn4p1/R1p3p1/2P5/4N3/6K1
207,8/7n/b1N3k1/2Bp4/pP1P3Q/P3N2P/8/3R3K
208,8/p4k2/6r1/bpR1P1p1/1B5r/3pK1P1/6b1/8
209,r5r1/1bqk4/pp1pp1pp/4bp1n/2PNP2P/PP4P1/2nN1P2/R1B2BRK
210,8/1p2kNb1/3p1p2/1pp1n1P1/1P2bP2/1P6/q2PK1P1/1NB4R
211,1rb2qk1/pp1pbrp1/B4n2/2p1P2p/P2Np1PP/2Q4R/1PKP4/RNB5
212,1n2kr2/8/3b4/N1ppP3/P6P/1PKbP1r1/2PB4/1R6
213,1n4kr/1p2np2/2p4b/3P4/r2PQ3/1PKN2P1/2P5/RB6
214,rn1Nkbnr/2p2pp1/1p1pp2p/p7/5Pb1/7P/PPPPP1PR/RNBQKB2
215,rq2kbnr/pppbp3/6N1/3p3p/1P4Q1/P1B4p/3P3R/RN2KB2
216,6nr/p4k2/r1q1p3/R4p1p/1Pb2b2/K1Rn3N/6P1/8
217,8/1k6/1Pp1pP1P/1P2N2p/7N/B5pB/1R4P1/2R3K1
218,N7/4b3/p5P1/k2Np3/P6p/5P2/6B1/R1BQ1K2
219,r1b1kbnr/pp1ppp1p/2q5/n1p3pP/P1P2P2/2Q5/1P1PP1P1/RNB1KBNR
220,2rq1br1/pppkp3/5np1/1b1n3p/QR1p2pP/P1PP1B2/5P2/3K2NR
221,3k4/q2n3r/1bp4Q/1r2p3/1P1p3p/R1n1pPPP/1B6/4K1R1
222,3k2n1/b7/p1P5/P2p2pp/B1NR3P/3KQ3/4P3/RN6
223,r3k2B/2q3bR/8/2p5/3p2P1/1P4P1/P2P4/4K3
224,r1n5/6kn/4B3/2p4p/p1Pp4/1R2pP1P/4P3/3K2NR
225,1rq2bnr/pQ1n2p1/2p1pk2/5p1p/2P2Pb1/1P1pP3/PRNP2PP/2B1K1NR
226,2k5/4r2n/p1n1b1QN/7P/P2PP2P/1p6/8/1R4KR
227,r1b2kn1/3p3r/p2b1ppp/PpB1pq2/2PPP1P1/NP1K4/2R2P1P/4QBNR
228,8/4pk2/8/2p3Bp/bn4r1/8/R4K2/1N4R1
229,4r2R/N6N/bk6/3p3p/1P1b4/BPp5/2P3K1/4b3
230,2B4r/1n5k/2p2pq1/1r4p1/3p2Pp/p2P1P2/P2KNR1P/R1B5
231,K7/4Nr1p/p6P/P7/2PP1p2/6pr/1k6/6N1
232,r2b4/2q3kp/8/p1p2r1P/1p2NpP1/3bnn2/P4R1N/4KB1R
233,8/1R2p1k1/6p1/pp2P2p/Pq6/1b2P1P1/2P2K1p/1R1N1B2
234,8/1R4P1/P1n3k1/1B1P4/2n5/B1N5/1RbP1K2/3N4
235,8/p7/4n3/P2P2kp/1N2p1P1/1r2P3/4R3/2K2b2
236,3r3b/1r1k3p/p1p4n/4p2P/PRP2p2/4Qp2/2P2R1K/6N1
237,4k1n1/4b1r1/rP1p4/p1p2ppp/P2np2P/Q1P2PK1/4P1P1/2q2B1R
238,1r1k1b2/n3p1p1/8/p1pP1R2/Pp5P/5p2/NP1K1P2/6b1
239,5rr1/p1Qn1k1p/4pPp1/1B1pB2P/2p5/P3n3/6Pq/1R2NK2
240,3k2r1/2N4r/n1P1p2b/6pq/pPP1PpB1/3P1K2/8/R5N1
241,1rb2b1r/pp1p1Bk1/n2Q3p/2p3p1/P5P1/4Nn1P/RPP2P2/2BK3R
242,rn2kbn1/pp1bp1p1/3p4/5B1r/1pPP4/N3P1PP/qP2KPQ1/R5NR
243,1n3b2/r1q3Qr/p1b1kB1n/5p1p/P1P4P/5PP1/R3PRK1/3n2N1
244,6r1/k2b4/1p1qp2N/2pN3P/2P3P1/B2P1K1B/4RP2/b7
245,3r3q/2r1p2p/b3k3/3pP3/pBPn2PP/P4B1N/1K3R2/RN6
246,r7/2p1kp2/2bp2p1/p1pp4/4P3/3PQ1B1/nb2NPBP/1N1K3R
247,1nbqk1r1/r1p2pp1/p6p/1pbp4/1PP1nP2/P7/2QPP1PP/RNB1KBR1
248,8/3k4/b1nB2p1/p2p1pbp/Prp2P2/1R6/3N4/2RK1B2
249,rnbb2nr/3pQ1k1/4p3/ppp1P3/2q5/P1PP1P1P/3K2P1/1N1R1BNR
250,1r1qkb2/1p2n1pr/b4p2/2P4p/1p1pBPP1/2N4P/P2P4/2RK2NR
251,1n2knr1/4b3/2r1p3/1p1R1P1P/pp5p/P2B1P1P/bK5R/1N4N1
252,5N2/8/2r1R3/2P1p1k1/3p2Pp/7n/7P/5K2
253,2bq4/2pnk1b1/r1P1p3/P5p1/3P2r1/4p3/3b4/3K1Bq1
254,rq4r1/n7/n2p1NP1/p1pbk2p/Pp1b3P/1PQP2NB/1BP1K3/R5R1
255,1r3bQ1/1n6/2r1P3/7k/4b3/1P1P1P2/3KB3/2R2NR1
256,2rqk1r1/7p/1R1p4/6p1/2p1p1P1/2P3K1/n2b4/5Q1R
257,b4k1r/6pp/2p4n/2PpN3/BPn1pbPP/6N1/1P1PpK2/RQB3R1
258,5b2/5rp1/3Pnk1r/4p2p/qnPNQP1P/1p2P1R1/3P4/BK6
259,4k3/8/p2b1P2/np1p2p1/1p2p1PP/N7/P1P2K1P/1R4NR
260,1k5r/p7/br2p2q/1p1pn3/2p2PPp/Q1P1P3/1P5R/K1R1N1NB
261,r3kr2/pp2b2p/3p1pn1/2N1P1pP/1n1NP3/3P2P1/bBP1Q1KR/R4B2
262,6r1/2r4p/3n2kP/p2bP1P1/3R2p1/b7/4B3/5K1R
263,r2k1bn1/p2pq1p1/bpBp1Q1r/8/1n3B2/P2PP1PP/2P2P2/1R2K1NR
264,5k1q/1bp5/4p3/b3P2R/2p1PN2/p7/P7/R1KN3b
265,rq2n1nr/pB1bN3/3pk1p1/1P3pP1/7p/P2PP3/2P2K1P/R1B1Q1R1
266,r7/1q2pn2/3Bk2r/1P1p2pp/P2PP2P/NP3P2/6Bn/R2KR3
267,1rbq1bn1/4pkp1/np6/p1pp4/N1P2P2/PP1PKB2/5P2/R1BQ3R
268,r1qk2nr/p2b2pp/n1pbp1p1/1p1pQ3/P1P5/1P1PPP1N/N2KB2P/R1B4R
269,1nbqkbr1/r1pp1p2/p4n2/1p2pPpp/6Q1/3PP1PK/PPP4P/RNB2BNR
270,rnb1k3/p4pr1/1n1K3p/p1p2pbp/2P1P3/PP1P4/R2N3P/2B1R1N1
271,3k1b2/7r/2P1b1pN/P1B1p2p/1pp4P/6Q1/1P4K1/5R2
272,1nb3n1/r2k1r2/1p6/pPP3Pp/P1p4P/6Rq/1B1KP2Q/1N2RBN1
273,r1bk2r1/5p1n/np1b3p/pPpPp1p1/2PP4/P1BB1PP1/R1Q4q/1N2K1NR
274,3qk3/pb4r1/2npp3/1r1p2p1/1n2P3/PPB2N1p/R1P5/6KR
275,3r2nr/k7/np2p2p/pPp3pQ/P1Pb4/5pPP/1NN3B1/2R2K1R
276,6n1/3bk2r/7r/P4PpP/RPPp1q2/4b3/5B2/1NR1KB2
