ImageID,label
10020,8/4R3/6pk/1p1P2Np/4Pp1P/8/1P3PPK/2q4r
10021,2Q2k2/5p2/1p3P2/2p1P2K/P7/1P6/6P1/2q5
10022,1K1R2R1/1PP2r2/7r/P5P1/3P1Pp1/3p1p2/pQpq4/1knN4
10023,R4K2/PPP3P1/7P/Q7/3p1P2/kpp2B2/p3R1pp/2r2q1r
10024,8/8/1K6/1PP1p3/1k1P4/1p6/1B6/8
10025,8/3K3P/3P2P1/5P2/6p1/1P6/1p6/k1Q5
10026,1Q2k3/3r1r2/5P2/1Bp5/3pq3/1P3R2/4p2P/7K
10027,8/PP6/8/2q1P3/K2P4/1p1p2p1/2p1Q2R/1kr5
10028,8/8/8/2P2p2/2bP1pP1/Kq1p4/2p4p/2k4r
10029,r1b2kr1/p2n2p1/2pBR1P1/2p1p2p/2P1p3/8/PP3P1P/2K1R3
1003,1K6/P6P/1P1q2P1/5P2/4b3/p5pp/1p6/1kr5
10030,6K1/P3R3/kP1R1bP1/2P3p1/8/1p1B4/p4r1p/8
10031,1q2R3/1P4Q1/PKP2P2/3P1p2/np1p2B1/3b4/k1p5/8
10032,1K4R1/PPP5/1R4pp/8/4PPq1/2Q5/p1p5/k5rr
10033,5k1R/8/4KP2/8/8/7P/6P1/8
10034,4Q3/5N2/5P2/8/6P1/2k5/3r3P/1q2K3
10035,7R/1K3p2/8/P3P3/1Np1p1p1/3P4/5r2/k1Q5
10036,r3rk2/q2bbQp1/p2Np2p/PppnB3/3P4/R1p3PB/1P3P1P/4R1K1
10037,8/1p1R4/2kQ4/p5p1/P2b4/3P4/1q5P/7K
10038,1K1R4/P1P5/1P6/4qBPP/pN6/1p3p1p/2Q1bbp1/2k4r
10039,1K3R2/1PP5/P7/2QnB1p1/7p/pN6/1pP3b1/2k1q2r
1004,5Q1k/p4p1p/r3bR2/2p1pp2/1p1qP3/3P4/PPP3PP/5R1K
10040,5r1k/1p4pp/4p3/3p4/1P1P2P1/1P6/rq6/1K1R3R
10041,4r2k/1Q6/5p2/7p/P2N2q1/1P2PKB1/3r1PP1/8
10042,2r3k1/p4ppp/b7/n3P3/4PBB1/1pr5/2nN1PPP/3RK2R
10043,1K4R1/1P6/1kR2P2/3QP2P/pq3p2/3p2pp/8/r3r3
10044,8/p6p/2p2Q2/4p1k1/8/2N1q3/PP2B3/1K3Rr1
10045,1B3q2/1K6/8/b7/6p1/3B1N2/pp5R/5k2
10046,6rk/b4Nrp/pqn5/2N5/1P6/P5P1/1B2P2P/2R3K1
10047,2R4R/P6P/KP6/4qp2/3kbpp1/1B1p4/5Q1p/2r3r1
10048,2rr2k1/1p3pQ1/p3b2p/7N/4BP2/8/PP2nP2/1K6
10049,r2rbQ1k/6R1/2p4p/4B2q/2P5/3n4/PP3PPP/4R1K1
1005,1Kr5/P5PP/bP6/8/4p3/7p/Bp4p1/k7
10050,8/8/p5pp/5p1k/7Q/6P1/4qP2/3R2K1
10051,8/8/5p1p/3p2p1/3Pk3/4PqP1/2Q2P2/6K1
10052,1K4R1/1P6/Pk1P2p1/4PPqp/R7/3p4/1Q4b1/4r2r
10053,3k1r2/3Q2R1/p7/3p2PK/P2P1r2/7P/8/5q2
10054,5Q1k/p4p1p/8/8/4q3/P2p2PP/1P3P1K/8
10055,4r3/7R/p5p1/1p5k/5Q2/P7/1P4PK/4q3
10056,1K2R3/PqP5/4Q3/2pN4/3p1P2/8/p4b2/kr6
10057,8/8/4b3/6k1/7p/5RK1/r7/8
10058,6R1/p3NBpk/7p/2p5/8/1Pb2qP1/PB2n2P/6K1
10059,3r3k/p6p/Qp4p1/2p1Pr2/2R2P2/1P1qK1R1/P4P2/8
1006,8/8/KP2B3/2P1q3/6P1/6n1/1p6/1k1Q4
10060,2R1kb1r/pp1n1pp1/7p/3p4/1q1p3B/4P3/PP1NBPPP/4K2R
10061,1K5R/PP6/8/4P2P/2BQn1p1/p4p1p/4k3/4qbr1
10062,1KR2B1R/PPP3P1/7P/4pP2/2N2b2/3q4/pQp3bp/1kr4r
10063,R7/PPPK4/5q2/5p2/1N1P4/2Pp4/p1B2p1p/r1kR4
10064,6k1/pp6/2p5/3p4/1P1Pr1p1/P1Q2PP1/R4K1q/3R3r
10065,1K6/PPP3P1/7P/B3q1b1/8/pB3p1p/1pQ3p1/2kr4
10066,5q2/7P/8/8/3P4/1K1kQ3/7p/8
10067,3Qb1k1/p7/3P2p1/1PR2p2/7N/6q1/P5P1/4r1K1
10068,8/4P3/8/2p5/7P/Rpk5/p7/2K4r
10069,4k2Q/2R5/6K1/8/8/8/Pp6/8
1007,R7/3R2PP/1K3p2/1PP5/1k1N1p2/2np4/7p/1r3r2
10070,7Q/8/5K1k/8/8/8/8/8
10071,r1q1r1n1/nppb3k/p3pBpp/4P1N1/2PP4/P2B4/3Q1PP1/R3K2R
10072,8/6k1/6p1/1p4pp/2pP4/2P1n1PP/3N2qK/4Q3
10073,R2k4/8/4P1b1/3Nn1pp/8/4K1P1/7P/8
10074,r4rk1/p2q1p2/bpp2BQp/8/P7/4P3/BP3PPP/4R1K1
10075,1K2R3/PPP5/p2PB2P/1q6/8/4B3/1pQ3Q1/rknr4
10076,7R/3r1p2/4kQp1/p2pP3/P1r5/6PP/6BK/1q6
10077,3R1k2/p4p2/1p2bB2/1B4P1/P3P3/4nPK1/r7/8
10078,1K6/PPP5/3P4/6B1/8/2p4q/pp6/k3Q3
10079,4R1b1/p3k2p/3r1N2/4N1P1/3P1P2/1pp3K1/1n6/8
1008,4rrk1/p5Qp/1p2q3/2p2N2/5nP1/PP1p1P2/4b1PK/R3R3
10080,8/3Q2p1/p2kB2p/5p2/1p1P4/8/5PPP/6K1
10081,8/PPP5/3P4/8/1pk5/p2QK3/8/8
10082,8/p6k/4p1pp/2p1Qp2/2P2K2/2B4P/PP3q2/8
10083,7r/5ppp/1p2b3/7k/4B2Q/6PP/P4P1K/3r4
10084,1q2r3/3kPpp1/1pQP1b1p/5P2/1p6/P6P/1P4P1/1KR2b2
10085,r3r1k1/5p2/2p2n1p/p1N2QpP/1p1P4/4P1N1/PP3PR1/1K1q4
10086,1KRR4/PPP4P/8/8/1q2p3/p1kQ1Pp1/Bpr4p/7r
10087,4Q3/1R6/K7/q5PP/1p2NP2/2pp3p/2k3p1/8
10088,r1b3r1/1p2b2R/p6k/2qN4/5P2/8/PPQ2P2/2K3R1
10089,K1R5/P6P/5P2/1kPr1p2/Q4b2/2p3n1/7p/3Br2b
1009,8/P4R1P/1K4Pk/1PP5/8/7p/2pB4/8
10090,8/8/8/PPP5/K1P3r1/pp6/k1p1R3/8
10091,4nQ1k/1p4p1/7p/p5q1/3N4/P2B2P1/1P5P/6K1
10092,r1b1r3/1p4Q1/p1p1k2B/2P1p3/P1B1P3/5qP1/8/1R4K1
10093,5B2/ppp2b2/5N1k/8/4pr2/4P2p/1P5r/2K3R1
10094,1K6/1P5P/3P4/8/6p1/N1p1P1qp/3Q4/bk3r2
10095,1K6/1q6/8/3n4/2Q5/1r6/kp5P/8
10096,qK3RR1/1PP5/3P4/1p1p3B/2NQ3P/r1n3p1/p1p1b2p/1k2r3
10097,1R2R3/K1P3P1/P6P/1P2P3/4q1p1/pB1Q3p/1b1B4/2k1rr1b
10098,1k6/pp6/8/3QPp2/5P2/5K1R/P1r2q2/8
10099,1K2RR2/PPP3PP/3P1B2/8/4pb2/7p/pQ6/1knr1rq1
101,8/6kp/6p1/8/1P2q3/8/3r2QP/5q1K
1010,4k2r/5p2/p3pP1p/1p4p1/8/P4qP1/6RP/4r2K
10100,1K2r3/PP5P/3Pn3/8/4B3/6p1/pppP3p/1k6
10101,R4K1R/2P2QP1/3p3P/1b6/NP6/3qb3/BPp3pp/1k1r1r2
10102,8/1KP5/2NP4/kP1R4/P4b2/6r1/8/8
10103,1K6/1PP3PP/P2B4/8/2bqp3/Rkp5/1p3r1p/1Q6
10104,8/P1K4p/2NPb3/4P3/4p2P/p1Nnqp2/8/kQ6
10105,2r2r1k/pp6/6Bp/1b3p1N/2n4P/KPqp4/P1p2P2/2QR2R1
10106,1KQ5/q1P5/1p1P4/2PpN1P1/4pPp1/5p2/4b3/k7
10107,1R6/p1q1rk1p/2p1nQp1/3p1n2/3P2N1/2N4P/P4PP1/6K1
10108,8/6p1/5qP1/3P1p1Q/4pNkP/4Pb2/5P1K/6r1
10109,3k4/pp2b3/4R3/4QKq1/3PP3/2r5/8/8
1011,8/PK6/8/4Pq1p/7r/Q3n3/3N4/k7
10110,7Q/5p1k/5Bp1/7p/8/3BP3/P4PPP/4K2R
10111,K3R3/1PbN2P1/q2n1RBP/2P2p2/6p1/6Q1/pp1P2bp/k2r3r
10112,2r2kQ1/pb4pB/5q1p/1p1n4/8/P5P1/1P3P1P/4R1K1
10113,8/P6P/1P1r3K/7P/R2bk2p/8/7p/8
10114,1KR5/1PP3P1/7P/q7/4P3/pp4p1/RQ5p/1kr4B
10115,4r1k1/5p2/5p2/1p3Q2/6P1/pP5P/P7/1K1q4
10116,1KR5/P3q2P/1RB2P2/r2PP3/3N2p1/kP3p1b/Q6p/7r
10117,4r1k1/p1p2ppp/1p6/8/3P4/1P3NP1/P1B1r1qP/3R2K1
10118,8/4Q1p1/2pk3p/1p1r4/3q4/4R3/5P2/6K1
10119,6K1/6PP/2PP4/2q5/1P2p3/2N2p2/1kp1n1pp/1R6
1012,3b1k2/5p2/3ppp2/n6Q/1p2P2P/1P6/5q1r/3RR1K1
10120,1k6/pp3p2/2p5/3p3N/3P4/5n1P/PPn2Pr1/KN3R1R
10121,5K1r/8/5k2/8/P2p4/p7/1pp5/8
10122,1KR4R/PPP5/3PB2P/B3P1P1/4p3/p4n1p/1pp1qpp1/k1Qn3r
10123,1KR4R/PPP5/2NPB2P/4P3/4q2n/p5p1/1pp2p1p/1k1Q1b1r
10124,5R2/2P1K3/1P1P2B1/1p1p2P1/2pk2pP/4b2p/4N1b1/6r1
10125,8/7p/8/5p2/5b1K/8/8/4k2q
10126,8/pppk4/4p3/3nKrN1/3P3r/8/PP4R1/8
10127,8/PKP1r3/1P6/2Pp4/2p2P2/5p2/5R2/R1k1r3
10128,8/8/r5PP/r4K2/1P5p/1R3pp1/4bk2/1N6
10129,7k/5Q2/6Rp/1p3p2/2pPNn1q/2P2P2/7P/r4KR1
1013,8/6r1/K6q/P1Ppb1k1/p1p5/8/1p6/8
10130,1K6/PP3b2/2P5/2pP1P2/5p2/2Np3p/R1R5/2k3rr
10131,1KR5/PP5P/5p2/8/3rp1b1/NB5p/R7/1k2r3
10132,3q4/8/r7/8/KP1P4/3b4/R1p1k3/8
10133,Q1k5/2r3q1/4Pp1p/1pPp1n2/pP1P4/P1N5/6PP/R5K1
10134,4Q3/5ppk/7p/1n3P2/1b2P3/5q1P/8/4K3
10135,3R2k1/5pp1/b6p/1p6/pr1P4/4PP2/1PB2KPP/8
10136,1K3R2/1PPB4/r2P3P/6N1/1q6/6p1/pp5p/kQ3R2
10137,2Rk4/8/4BpN1/p6p/5p2/1P2P3/P3KPPP/8
10138,r7/4kp1N/b1p1p3/p1P4p/1p1P4/7P/PP5Q/1B1RbqK1
10139,8/8/P7/p7/8/3K4/2Q5/2k5
1014,4R3/4Qkb1/1q4r1/7p/p7/6B1/2n2PBP/6K1
10140,4b3/4k3/2p4N/1p1p4/3Pp3/2P1Pn1B/7r/5R1K
10141,3K3R/1P6/1P1p1P1P/4P3/1P2pPb1/1N1p1n2/B4Rpp/k1r5
10142,N2R1k2/1b2n1pQ/p4pB1/1p6/1b4q1/P4N2/1P3PPP/6K1
10143,1K2r3/1PP4Q/3P4/1p6/2pb4/P7/p1b2R2/k7
10144,1K6/1PP4P/P2P4/r3P3/1p1B4/pQp5/1q4pp/1k1R4
10145,2r4k/1b3ppQ/4p2p/p3P3/Ppq2P2/4P3/6PP/1B3R1K
10146,2K5/k1P4r/3P4/R7/8/p7/1p6/8
10147,5r2/p7/8/4p2p/p5kP/4NnP1/1P1R2K1/8
10148,2R5/PP5r/6r1/2P3K1/3P1np1/3p1k2/pp5p/8
10149,1KR2RB1/2P3P1/1P3B1P/1Q2P3/P2P3p/p1Np1p2/1ppnbqp1/nkr4r
1015,4K2q/r7/8/1P4p1/8/8/ppp5/1k6
10150,1K6/Pq3pQ1/pP5P/8/8/pkp5/8/8
10151,4N2k/4Pp2/b6P/p7/2RP1p2/8/r6P/2q2K2
10152,4K3/4q3/3k4/8/2n1p1Pp/2p3p1/1p6/8
10153,4r3/p7/1q2r1p1/2n3k1/1p3QP1/4P1N1/PP3P2/1K5R
10154,4r3/PK6/1PN1q3/2P2p2/5bP1/p1Rk2p1/8/4Q3
10155,KR5R/2P2Q2/qPnP1N2/P2pP3/4p2p/r4p2/pp6/1k5r
10156,r2k1Q2/1q6/1pR1p3/4N1p1/3P4/4P3/5PPP/6K1
10157,3Q4/1p6/2p3P1/1pkb4/1P3RP1/P5K1/8/8
10158,1K6/P7/qP1P1P2/8/2pPpP2/2R5/rk6/2Q5
10159,4r1k1/4qpQp/7r/p7/3N4/2P1P2b/P3BP1P/1R4RK
1016,8/2R5/5R1k/pB4pp/P7/6PK/1r5P/6r1
10160,1K6/3N2PP/PP2B3/4P1q1/1p1Q4/p4pp1/k1P3bp/8
10161,RR3r2/PPK3Q1/3q2P1/2p1P3/6b1/3p4/p1p1kpp1/8
10162,1K4R1/1PP5/5r1P/k1Q1P3/p2Np3/1p6/7p/8
10163,2r5/5p1p/5n1k/p2p4/5BQ1/4PP1K/P5PP/4q3
10164,1R3K2/7P/3P1NP1/2P5/5qp1/1nQB1p2/p5bp/1k2r3
10165,1KR3B1/PP4P1/7P/4Pp2/1q1P1np1/3pN2p/Q7/1kr1r2b
10166,r1b2B2/pnp2pQk/1p2q1p1/1B5p/4p3/2P5/P4PPP/1R3RK1
10167,3q4/1nK3r1/2R1BR2/8/2Pp4/8/pp1k4/8
10168,8/1p4Qk/p1p3pP/6r1/1P6/P4p2/7q/3K1R2
10169,8/1N6/p4k2/P4p1p/7P/1P1np3/3r4/1R1K4
1017,4R3/rP2n1PP/8/4b2K/5p2/1p2N2q/1kpQ3p/8
10170,8/8/8/8/P2P1P2/8/1pp3q1/1k3bK1
10171,1K6/1P2N1PP/3P1R2/P3Pp2/p3p2p/Q5p1/2P2rb1/k1r3n1
10172,1Kb2R2/PP4PP/8/2PB4/3N3p/1pkpr3/p1Q5/r1b1q3
10173,7K/1PP3PP/P3q3/8/2p3p1/3pn2p/3k1R2/Q7
10174,8/1P3B2/5N2/1R3p1P/3KP3/6pp/R7/k7
10175,1K3R2/PPP4P/2R3P1/4qp2/4P3/1pP5/1Q4pp/1k2r3
10176,8/8/2K5/kQP5/3P4/8/8/8
10177,R1BKQ1R1/PPq5/3P4/3nP1p1/4pP2/3pBp2/ppp1b2p/r2k3r
10178,8/8/5P2/4Pp2/1N2p3/k1K5/8/Q7
10179,r1b1k2r/1p1nQppp/pqp1p3/3p2B1/2PPn3/P1P1PN2/5PPP/2R1KB1R
1018,5QR1/7R/4p3/1K2Pp1k/3P2p1/8/3n3P/6b1
10180,1K2r3/PPP4P/3P4/3p4/8/p3N1pb/1pp4p/1k6
10181,1K6/1P6/P1P1B3/2B1P3/pp2b2b/k1pp3P/R7/7r
10182,4k3/8/1p3Q2/pB6/7P/4P1P1/q4PK1/8
10183,R7/1KP4B/1P3N1P/3p2P1/8/1np2pn1/pk1rb1pp/1R6
10184,1R5Q/KP4r1/8/q2p1b2/2p3p1/1p6/pk6/8
10185,R2K3R/1PP3P1/2NP1N1P/4P3/1p2n3/3pnp2/Qpp3pp/1kr1qb1r
10186,7K/7q/6k1/8/8/8/8/8
10187,6K1/6P1/P2P3P/NPPN4/8/p2b1r2/1ppk1rpp/3RR3
10188,3rrkQ1/1bq5/pp5N/3n2p1/P2P4/8/1P3PPb/1B1RR2K
10189,5K2/5q1r/8/3k1p2/8/8/8/8
1019,6k1/5ppp/4p3/1p4P1/p4q1P/7K/P6q/8
10190,6k1/pb5p/1p2p1p1/2N5/2Nr4/4p2P/P1Q1Kq2/1RR5
10191,RR3K2/2PQ2PP/3PBN2/P3PPb1/2p1p3/6pb/p1Nn1p1p/kr2q2r
10192,1K6/1pP5/8/5P2/8/3B4/1B2Q3/2k5
10193,3r2k1/p4p2/1p4pp/8/3b1P2/6P1/P4q1P/1Q1RK3
10194,1K6/1P4P1/7P/4P3/Pp1Pp3/p3N3/1b2rrpp/2kQ4
10195,3RQ3/Kq4PP/b2r4/P3P3/4p1B1/p7/2p5/k7
10196,5Q2/p5p1/3Rk1p1/5p2/1p3P2/2q1P2P/6P1/6K1
10197,1K6/PPP3PP/3P1N2/8/3P1Q2/3p1p2/pppq2pp/2k1Rb1r
10198,6RR/r4pk1/pp1brp2/3N3P/1P2P3/P4P2/4B3/4K3
10199,8/6p1/6r1/8/6qK/8/3k4/8
102,r1bqNr2/1p3p1p/p3p1p1/6k1/7Q/3B3R/PPP2PPP/R5K1
1020,7r/5k1p/P3p3/1p3pQ1/8/1PN2RbP/1nPK2P1/4q3
10200,5k2/p5pp/bp1P1p2/8/4n2N/4r1P1/5r1P/3RK1R1
10201,4R3/2Pq2PP/3K2Q1/4n3/3p4/p5p1/1pp1PN1p/1kr5
10202,qK3R2/1PP2Q2/1n1P4/1N2P3/4p3/3r4/pkp5/8
10203,1K1R4/PP6/2P4P/4P3/4pP2/p2n3r/1Q1k3q/N5R1
10204,1K6/2P3Pq/1P6/PQ6/8/2p5/p1p1N2p/k2R4
10205,8/2P5/1P1P4/4N3/4p3/1PK5/8/R1k5
10206,2R5/ppkr1p1p/3N1p2/2P5/8/4P3/P2bKPrP/3R4
10207,1K5R/PP4PP/1P1P4/3rP3/1k2p3/1QR2n2/5ppp/4q2r
10208,1K6/PP4PP/1R2B3/4pP2/8/pN1p4/2p1rqpp/Qk3b1r
10209,q5k1/6Q1/2p3bP/1pN5/pP6/P7/8/6K1
1021,8/5pk1/4pN1p/4P1p1/3pK3/3Pr3/1R2n3/8
10210,1K2R2R/1q6/P2QB3/2P1PP2/3N4/p1np2p1/1pp3bp/1k2rr2
10211,5k2/1b4pQ/p4b1p/2R5/5P2/5q1K/PP1r3P/1B6
10212,3q4/1P2KQ2/6R1/b2pP2R/n4P1p/5pP1/1k4b1/7r
10213,1R6/2P1KB1P/P2P1P2/4Pppp/4p3/p1N5/R1p1b3/k3rr2
10214,5k1R/6R1/8/4B3/1n6/4P2P/5K2/8
10215,1r2r2k/pbR3Q1/1p6/3p4/8/1P2P2P/P4PP1/6K1
10216,7R/p7/1p3p1k/2p5/2r2P1q/3QP3/PPr4P/1K4R1
10217,r5rk/ppR3pQ/8/n5N1/3P4/4P3/PP3PPP/5RK1
10218,8/K6P/P7/q1N1P3/p3pN2/kRP2p2/1R2Pr1p/8
10219,b2rnk1Q/6p1/4pPP1/8/1pp1P3/4b3/1P2N1BK/5r2
1022,1K1r4/2r2P2/P4R2/pP6/6N1/6b1/1pp3k1/5R2
10220,r4rk1/pb1nqppQ/7p/3p4/1ppP4/P3PN2/1P3PPP/1BR2RK1
10221,4R1r1/PPPr3P/2NK1P2/5q2/3Q4/3pR2b/ppp4p/1k6
10222,1K6/1PP3PP/P7/8/2b4q/N7/1Q1R1rpp/k7
10223,4R1k1/p4rpp/8/2p2r2/2B5/6PP/5P2/5K2
10224,4R3/1pr1kp1p/1Q1q1rp1/1B1p4/3P4/4PP2/P5PP/1K6
10225,3r1rk1/3R1pQ1/1p4Rp/2p5/P1B1Pq2/5P1P/1P4P1/7K
10226,1n3q2/2PK3P/3P4/1N2Pp2/r3p3/1p2Q3/1kp3pp/8
10227,2r1r3/pp2bp2/2bqp2p/8/3P1k2/2n3Q1/PPB3PP/2R3K1
10228,2b2R1Q/1p2N1k1/r5p1/p7/P1p5/8/1qB4P/7K
10229,1K6/PP1R4/7P/4P1P1/5Qn1/p4pNp/1q3kpr/1N3R2
1023,1KB4R/1P2r1P1/3b2p1/qP5P/2n5/2pp3Q/p7/k4r2
10230,4nR1k/2n4r/4p1K1/8/8/8/8/8
10231,2r3k1/5pp1/p6p/8/1b6/3b4/PP1r1PPP/RK5R
10232,4q3/KPB3PP/8/5p2/P5p1/pQp4p/1p6/2kR4
10233,6k1/6Q1/5Pb1/8/8/8/8/6K1
10234,8/Pr6/pKPP1R2/4Pp2/1p3R2/2kp4/8/r7
10235,8/6K1/8/2P2rPr/1P2p3/1pRk1p1p/R7/8
10236,r2qrk2/pp1bnQ2/4p1B1/3pp3/2PP4/P1R5/1P3PPP/4K2R
10237,6r1/1K1p2p1/8/8/1P6/2Q5/2k5/6R1
10238,R2K1rN1/6q1/1P2B3/P1P4P/3P4/p2p3p/1ppb4/1k3b2
10239,8/8/8/6k1/4P1p1/pp6/1r6/r1K1RR2
1024,RR5K/8/6r1/8/6pq/P3p2p/1Q2n3/5k2
10240,8/5pk1/4p1p1/7p/5Pn1/1P2b1P1/4Q3/2R2K1q
10241,4k1Q1/8/3K4/p7/P2P4/8/8/4r3
10242,8/8/p1r5/1p3p2/1P1RkP2/P3P3/4K3/8
10243,8/8/1P5B/8/p1P5/6K1/8/3Q2k1
10244,1K2R3/P5PP/8/4Pp2/BP1Pp1p1/2Pb3p/2k2r2/Q4q1r
10245,6k1/p4p1p/1p2r3/2rK2p1/6P1/PR2Pn2/7P/1Qq1BB1R
10246,3K4/2p1r3/b2b3P/6P1/6p1/7p/kP6/8
10247,K7/1P6/2P4P/8/7p/8/4Q3/R5k1
10248,5r1k/7p/2Q3p1/4P3/p2P4/Pp3p2/1P2q2P/4KR2
10249,8/p4N2/8/1pkb1Q2/7P/4q1P1/P6K/7r
1025,5k2/pR3QRp/4p3/5p2/5P2/8/PP3PKP/2r5
10250,8/2r5/5p1p/p6k/1n3PBN/4P1PP/4K3/8
10251,6r1/p3R1pk/3p1P2/1p5Q/3P4/2P5/P5PP/6K1
10252,6R1/pp2rpk1/2p2Np1/3p2P1/2nP4/P1P1PP2/2K5/8
10253,8/PP6/8/p2P4/2P5/kQpB1K2/8/8
10254,8/8/8/7R/P5p1/2P3Pk/7P/6K1
10255,6rK/8/2P2n2/P4p1P/2NR3p/2n5/p4Rp1/2k5
10256,3K2q1/8/3k4/8/4p3/5p2/8/8
10257,1K6/6P1/3P2B1/1RP1P1pP/Q7/3pqp2/k7/4rb2
10258,r4rk1/pp1b1pbQ/2p5/q2p4/3P3P/2NBP3/PP4P1/R5K1
10259,1KR1R3/PqPB3Q/7P/3q4/8/2n5/2p1nppp/1k1r1b1r
1026,2kr4/1p6/2n4p/5R2/2Pp3q/1Q2b3/PP4PK/5R2
10260,2B1n3/KPq1r3/P1P5/6p1/8/Q7/3R4/kr6
10261,8/KPP3PP/P2P4/4P3/1pq1p1pp/p1p5/1Q3R2/k3r3
10262,r4k2/2R1Qp1p/5r2/5p2/5q2/P5R1/5PPP/6K1
10263,1K6/7P/P2P4/1PPpP3/3Bp3/pp1r1b1p/k5p1/R2n1N2
10264,8/8/R4Q2/1P3k2/p7/P2K1PP1/6P1/8
10265,2r1Q3/1b4pk/6Bp/pp5r/4p3/4Bq2/PP3PN1/3R1RK1
10266,8/1KP5/1P1P4/4P3/2B1pP2/5pQP/1p6/5k1q
10267,6qK/2P3Bp/3P1Q2/P2p4/2p5/kp6/8/8
10268,3B4/1p6/2p5/7p/p6Q/5q1k/P4P2/3R1K2
10269,r3q3/1PP1K3/1P1P1P1R/1pN1P3/2p5/6p1/5p1R/5kn1
1027,K2k4/q7/1p6/8/2P5/8/8/8
10270,8/8/2n3pk/2p2p2/3r1K1p/R3NP2/PP3RP1/7r
10271,6k1/5r1p/6p1/3p4/2pQ1RP1/1p2PKN1/1r4q1/2R5
10272,2q2k1Q/5p1p/1pNbn1p1/1P6/P4P2/5B2/6PP/6K1
10273,8/7Q/8/6pk/1p1Pp3/1r2P2P/2p5/7K
10274,4Rqk1/5pQp/p2b4/1p4Pp/8/8/PBr2P2/6K1
10275,8/6QB/4pk1P/8/4P3/p3K3/bp6/8
10276,4R2K/PPP3Pq/3P1Q2/2BpNb2/2pR1n2/8/pp4pp/1kr1r3
10277,2q1kR2/6p1/p2Q3p/1pp1r2P/3b4/1P4P1/P4PK1/8
10278,1K6/P1P4P/1Pp5/1p2P3/2kR1P2/p3Rp1p/2bP4/3r4
10279,8/P1r1r3/1P1K4/4p3/p2k4/1p5R/2R5/8
1028,1Kr5/P4Q2/b2BP3/3N4/1R6/1p2p3/pb4p1/1k6
10280,2K2RB1/PPP5/n2P3P/6P1/N5p1/p2q3p/1kp5/4Qb1r
10281,1KR5/5B2/1P1P1P2/1P2Pp1P/1p1Pp3/kr4pp/2pr1q2/Q4b2
10282,8/1P5q/1KP5/P7/p2P3p/Q1N5/8/k7
10283,8/8/P1P5/KP5r/N1n4p/p6R/3k4/8
10284,8/1P6/p1B5/8/1p6/6K1/7P/7k
10285,r5R1/p1r2k2/6Q1/1pn5/8/2q5/5PPP/4R1K1
10286,3r2k1/1p3pp1/p1p5/3pR3/3Pn3/2N5/PP1R2PP/4r1K1
10287,r3Bn1k/1b2N2p/5p2/5Qp1/2p5/2P3P1/6qP/4R1K1
10288,2q5/P1N5/KP6/2P4P/k1p2Q1p/1p6/p5r1/8
10289,3r1k1R/R7/4p1p1/2p1P3/6P1/5n2/5P1P/7K
1029,b7/p4r1k/1p5p/6P1/3Q3P/2P1B1K1/1P4q1/3R4
10290,8/4r3/1p6/4P3/8/3PK3/8/3k1R2
10291,1K6/1P6/3P3P/q5P1/2Q2R2/pk3p1p/1p6/8
10292,1K3R2/PPP3PP/Q7/8/2N2p2/1p4p1/1pB2nbp/k1qr3r
